Title,Manufacturer,Price,Link,Category,Image,Store
"ASUS ROG STRIX B860-F GAMING WIFI, Socket 1851, 4 x DDR5",ASUS,18.999 ден.,https://ddstore.mk/asus-rog-strix-b860-f-gaming-wifi-socket-1851-4-x-ddr5.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021258-61902_0_1.jpg,DDStore
"ASUS PRIME B760M-K D4, Intel B760 LGA 1700 mATX motherboard with PCIe 4.0",ASUS,5.999 ден.,https://ddstore.mk/asus-prime-b760m-k-d4-intel-b760-lga-1700-matx-motherboard-with-pcie-4-0.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021259-62350_0_1.jpg,DDStore
"GIGABYTE MB 14th, 13th and 12th Gen i9/i7/i5/i3/Pen/Cele, H610M H V2, LGA1700", ,5.046 ден.,https://ddstore.mk/gigabyte-mb-14th-13th-and-12th-gen-i9-i7-i5-i3-pen-cele-h610m-h-v2-lga1700-1021275.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021275_41_w_1.jpg,DDStore
MB Gigabyte Z790 AORUS ELITE LGA1700 DDR4 5333MHz OC/4xM.2/Type-C/2.5Gb/PCIe5.0/HDMI,Gigabyte,12.811 ден.,https://ddstore.mk/mb-gigabyte-z790-aorus-elite-lga1700-ddr4-5333mhz-oc-4xm-2-type-c-2-5gb-pcie5-0-hdmi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1020794_23_w_1.jpg,DDStore
MB Gigabyte Z790 EAGLE AX LGA1700 DDR5 7600MHz OC/3xM.2/Type-C/WiFi6E/BT5.3/2.5Gb/PCIe5.0/HDMI/DP,Gigabyte,13.325 ден.,https://ddstore.mk/mb-gigabyte-z790-eagle-ax-lga1700-ddr5-7600mhz-oc-3xm-2-type-c-wifi6e-bt5-3-2-5gb-pcie5-0-hdmi-dp.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1020795_19_w_1.jpg,DDStore
MB Gigabyte Z790 EAGLE LGA1700 DDR5 7600MHz OC/3xM.2/Type-C/2.5Gb/PCIe5.0/HDMI/DP,Gigabyte,12.093 ден.,https://ddstore.mk/mb-gigabyte-z790-eagle-lga1700-ddr5-7600mhz-oc-3xm-2-type-c-2-5gb-pcie5-0-hdmi-dp.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1020796_46_w_1.jpg,DDStore
MB Gigabyte Z890 EAGLE LGA1851 DDR5 8800MHz OC/4xM.2/USB3.2/2.5Gb/PCIe5.0/DP/Type-C,Gigabyte,14.979 ден.,https://ddstore.mk/mb-gigabyte-z890-eagle-lga1851-ddr5-8800mhz-oc-4xm-2-usb3-2-2-5gb-pcie5-0-dp-type-c.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1020797_45_w_1.jpg,DDStore
A520M S2H rev. 1.0, , ,https://ddstore.mk/a520m-s2h-rev-1-0.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1020957-PLO02991_v_1.jpg,DDStore
B650 EAGLE rev 1.x, , ,https://ddstore.mk/b650-eagle-rev-1-x.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1020958-PLO03619_v_1.jpg,DDStore
B760 DS3H DDR4 rev. 1.x, , ,https://ddstore.mk/b760-ds3h-ddr4-rev-1-x.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021018-PLO03416_v_1.jpg,DDStore
B760 GAMING X rev. 1.x, , ,https://ddstore.mk/b760-gaming-x-rev-1-x-1021019.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021019-PLO03419_v_1.jpg,DDStore
B760M GAMING DDR4 rev. 1.x, , ,https://ddstore.mk/b760m-gaming-ddr4-rev-1-x.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021020-PLO03421_v_1.jpg,DDStore
ASUS TUF GAMING X870-PLUS WIFI,ASUS,21.772 ден.,https://ddstore.mk/tuf-gaming-x870-plus-wifi-1021253.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021253-PLO03624_v_1.jpg,DDStore
"MB 1700 B760M H DDR4 GIGABYTE, 2xDDR4 3200MHz(OC), 3xM.2, HDMI, VGA, PCIex16 4.0, PCIex1 3.0, 4xSATAIII, 2xM.2, 6xUSB3.2Gen1, 6xUSB 2.0, COM port", ,5.891 ден.,https://ddstore.mk/mb-1700-b760m-h-ddr4-gigabyte-2xddr4-3200mhz-oc-3xm-2-hdmi-vga-pciex16-4-0-pciex1-3-0-4xsataiii-2xm-2-6xusb3-2gen1-6xusb-2-0-com-port.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021290-product_16720_0.jpg,DDStore
"MB AM5 B650 UD AX GIGABYTE 4xDDR5 8000Mhz (O.C), DP, HDMI, PCI-Ex16 4.0, 3xPCI-Ex1 3.0, 3xM.2, 4xSATA3, WIFI6", ,9.939 ден.,https://ddstore.mk/mb-am5-b650-ud-ax-gigabyte-4xddr5-8000mhz-o-c-dp-hdmi-pci-ex16-4-0-3xpci-ex1-3-0-3xm-2-4xsata3-wifi6.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021291-product_16721_0.jpg,DDStore
MB MSI B850 GAMING PLUS WIFI,MSI,13.918 ден.,https://ddstore.mk/mb-msi-b850-gaming-plus-wifi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021431-PLO03670_v_1.jpg,DDStore
"GIGABYTE MB 14th/ 13th /12th GEN Pen/Cele, B760M, LGA1700, 4 x DDR", ,7.174 ден.,https://ddstore.mk/gigabyte-mb-14th-13th-12th-gen-pen-cele-b760m-lga1700-4-x-ddr.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021847_53_w.jpg,DDStore
"ASUS PRIME A520M-K, AMD A520 Chipset, 2 x DIMM, Max. 64GB, DDR4",ASUS,4.123 ден.,https://ddstore.mk/asus-prime-a520m-k-amd-a520-chipset-2-x-dimm-max-64gb-ddr4-1021738.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021738_56_w.jpg,DDStore
"MB AM5 B850 PRIME PLUS WIFI ASUS 4xDDR5 8000Mhz (O.C), DP,HDMI,PCI-Ex16 5.0,2xPCI-Ex4 4.0,PCI-Ex1 3.0,3xM.2,4xSATA3,Wi-Fi 6E,BT 5.3, 90MB1L80-M0EAY0",ASUS,15.100 ден.,https://ddstore.mk/mb-am5-b850-prime-plus-wifi-asus-4xddr5-8000mhz-o-c-dp-hdmi-pci-ex16-5-0-2xpci-ex4-4-0-pci-ex1-3-0-3xm-2-4xsata3-wi-fi-6e-bt-5-3-90mb1l80-m0eay0.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021864-product_16888_0.png,DDStore
"MB AM4 A520M S2H GIGABYTE, M-ATX, 2xDDR4 5100Mhz (OC), VGA, HDMI, DVI-D, 1xPCIex16, 2xPCIex1, 1xM.2, 4xSATAIII", ,3.920 ден.,https://ddstore.mk/mb-am4-a520m-s2h-gigabyte-m-atx-2xddr4-5100mhz-oc-vga-hdmi-dvi-d-1xpciex16-2xpciex1-1xm-2-4xsataiii.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021902-product_16890_0.png,DDStore
"MB 1851 B860 DS3H WIFI6E GIGABYTE, 4xDDR5 9066MHz(OC), PCIex16 5.0, 4xPCIex1 4.0, 2xM.2, 4xSATAIII, DP, HDMI, 2.5GbE LAN, WIFI6E, BT 5.3", ,12.319 ден.,https://ddstore.mk/mb-1851-b860-ds3h-wifi6e-gigabyte-4xddr5-9066mhz-oc-pciex16-5-0-4xpciex1-4-0-2xm-2-4xsataiii-dp-hdmi-2-5gbe-lan-wifi6e-bt-5-3.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021903-product_16891_0.png,DDStore
"MB 1851 B860 EAGLE WIFI6E GIGABYTE, 4xDDR5 9066MHz(OC), PCIex16 5.0, 2xPCIex1 4.0, 3xM.2, 4xSATAIII, DP, HDMI, 2.5GbE LAN, WIFI6E, BT 5.3", ,13.330 ден.,https://ddstore.mk/mb-1851-b860-eagle-wifi6e-gigabyte-4xddr5-9066mhz-oc-pciex16-5-0-2xpciex1-4-0-3xm-2-4xsataiii-dp-hdmi-2-5gbe-lan-wifi6e-bt-5-3.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021904-product_16892_0.png,DDStore
"MB 1851 Z890 AORUS ELITE WIFI7 ICE GIGABYTE, 4xDDR5 9200MHz(OC), PCIex16 5.0, 2xPCIex4 4.0, 4xM.2, 4xSATAIII, DP, HDMI, 2.5GbE LAN, WIFI7, BT 5.4", ,19.260 ден.,https://ddstore.mk/mb-1851-z890-aorus-elite-wifi7-ice-gigabyte-4xddr5-9200mhz-oc-pciex16-5-0-2xpciex4-4-0-4xm-2-4xsataiii-dp-hdmi-2-5gbe-lan-wifi7-bt-5-4.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021908-product_16893_0.png,DDStore
"MB AM5 B650M D3HP GIGABYTE 4xDDR5 7600Mhz, HDMI, 2xDP, PCI-Ex16, PCI-Ex1, 2xM.2, 4xSATA3", ,7.830 ден.,https://ddstore.mk/mb-am5-b650m-d3hp-gigabyte-4xddr5-7600mhz-hdmi-2xdp-pci-ex16-pci-ex1-2xm-2-4xsata3.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1021950-product_12533_0.png,DDStore
B550 EAGLE WIFI6 rev. 1.0, , ,https://ddstore.mk/b550-eagle-wifi6-rev-1-0.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022393_70_w.jpg,DDStore
Gigabyte B650M GAMING PLUS WIFI rev. 1.x,Gigabyte, ,https://ddstore.mk/gigabyte-b650m-gaming-plus-wifi-rev-1-x.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022394_98_w.jpg,DDStore
Gigabyte B840M DS3H rev. 1.0,Gigabyte, ,https://ddstore.mk/gigabyte-b840m-ds3h-rev-1-0.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022395_80_w.jpg,DDStore
Gigabyte B850M DS3H rev. 1.0,Gigabyte, ,https://ddstore.mk/gigabyte-b850m-ds3h-rev-1-0.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022396_16_w.jpg,DDStore
Asus PRIME X870-P, , ,https://ddstore.mk/asus-prime-x870-p-1022397.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022397_58_w.jpg,DDStore
Gigabyte B550M K rev. 1.x,Gigabyte,4.971 ден.,https://ddstore.mk/gigabyte-b550m-k-rev-1-x-1022468.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022468_58_w.jpg,DDStore
H510M S2H V3 rev. 1.0, ,4.590 ден.,https://ddstore.mk/h510m-s2h-v3-rev-1-0-1022480.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022480_83_w.jpg,DDStore
MB ASUS PRIME B760M-PLUS,ASUS, ,https://ddstore.mk/mb-asus-prime-b760m-plus.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022484_28_w.jpg,DDStore
MB ASUS TUF GAMING B650M-E,ASUS,10.598 ден.,https://ddstore.mk/mb-asus-tuf-gaming-b650m-e.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022485_89_w.jpg,DDStore
Gigabyte B760M DS3H DDR4 rev. 1.x,Gigabyte, ,https://ddstore.mk/gigabyte-b760m-ds3h-ddr4-rev-1-x-1022409.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022409_28_w.jpg,DDStore
Gigabyte B760M DS3H rev. 1.x,Gigabyte, ,https://ddstore.mk/gigabyte-b760m-ds3h-rev-1-x-1022410.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022410_85_w.jpg,DDStore
Asus PRIME B660-PLUS D4, , ,https://ddstore.mk/asus-prime-b660-plus-d4-1022411.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022411_14_w.jpg,DDStore
ASUS TUF GAMING B760M-PLUS,ASUS, ,https://ddstore.mk/asus-tuf-gaming-b760m-plus.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022412_70_w.jpg,DDStore
A520 AORUS ELITE rev. 1.0, , ,https://ddstore.mk/a520-aorus-elite-rev-1-0.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022708_85_w.jpg,DDStore
B650I AX rev. 1.x, , ,https://ddstore.mk/b650i-ax-rev-1-x.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022710_72_w.jpg,DDStore
B650M A ELITE AX ICE rev. 1.x, , ,https://ddstore.mk/b650m-a-elite-ax-ice-rev-1-x-1022711.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022711_37_w.jpg,DDStore
B650M D3HP AX rev. 1.x, , ,https://ddstore.mk/b650m-d3hp-ax-rev-1-x.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022712_20_w.jpg,DDStore
B760 DS3H rev. 1.x, , ,https://ddstore.mk/b760-ds3h-rev-1-x-1022720.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022720_47_w.jpg,DDStore
B760M D3HP DDR4 1.0, , ,https://ddstore.mk/b760m-d3hp-ddr4-1-0-1022721.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022721_60_w.jpg,DDStore
H610M H V3 DDR4 rev.1.x, , ,https://ddstore.mk/h610m-h-v3-ddr4-rev-1-x.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022722_7_w.jpg,DDStore
Z790 AORUS ELITE AX rev. 1.x, , ,https://ddstore.mk/z790-aorus-elite-ax-rev-1-x-1022723.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022723_11_w.jpg,DDStore
Z790 AORUS PRO X WIFI7 rev. 1.x, , ,https://ddstore.mk/z790-aorus-pro-x-wifi7-rev-1-x.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022725_19_w.jpg,DDStore
Z790 AORUS PRO X rev. 1.x, , ,https://ddstore.mk/z790-aorus-pro-x-rev-1-x.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022726_14_w.jpg,DDStore
MB A620M H rev.1.0, ,5.290 ден.,https://ddstore.mk/mb-a620m-h-rev-1-0.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022760_43_w.jpg,DDStore
MB B650 GAMING X AX V2 rev. 1.x, ,11.293 ден.,https://ddstore.mk/mb-b650-gaming-x-ax-v2-rev-1-x.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022761_29_w.jpg,DDStore
MB B760M H DDR4 rev. 1.x, ,5.926 ден.,https://ddstore.mk/mb-b760m-h-ddr4-rev-1-x.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022762_100_w.jpg,DDStore
A520M DS3H V2 rev. 1.x, , ,https://ddstore.mk/a520m-ds3h-v2-rev-1-x.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022709_58_w.jpg,DDStore
Z790 AORUS MASTER rev. 1.x, , ,https://ddstore.mk/z790-aorus-master-rev-1-x-1022724.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022724_45_w.jpg,DDStore
MB H610M K DDR4 rev.1.x, ,4.014 ден.,https://ddstore.mk/mb-h610m-k-ddr4-rev-1-x.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022763_80_w.jpg,DDStore
MB ASUS ROG STRIX X870-F GAMING WIFI 7 AM5 DDR5 8000MHz OC/4xM.2/BT5.4/USB3.2/2.5Gb/PCIe 5.0/HDMI/DP,ASUS,27.481 ден.,https://ddstore.mk/mb-asus-rog-strix-x870-f-gaming-wifi-7-am5-ddr5-8000mhz-oc-4xm-2-bt5-4-usb3-2-2-5gb-pcie-5-0-hdmi-dp.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022901_13_w.jpg,DDStore
MB ASUS ROG STRIX X870-A GAMING WIFI 7 AM5 DDR5 8000MHz OC/4xM.2/BT5.4/USB3.2/2.5Gb/PCIe 5.0/HDMI/DP,ASUS,24.980 ден.,https://ddstore.mk/mb-asus-rog-strix-x870-a-gaming-wifi-7-am5-ddr5-8000mhz-oc-4xm-2-bt5-4-usb3-2-2-5gb-pcie-5-0-hdmi-dp.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1022902_29_w.jpg,DDStore
"MB 1151 H310MHP BIOSTAR, 2xDDR4 2666MHz, VGA, HDMI, PCIex16, 2xPCIex1, 4xSATAIII, 2xUSB 3.2, 4xUSB2.0, 7.1 Channels", ,4.440 ден.,https://ddstore.mk/mb-1151-h310mhp-biostar-2xddr4-2666mhz-vga-hdmi-pciex16-2xpciex1-4xsataiii-2xusb-3-2-4xusb2-0-7-1-channels.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1023026-product_17049_0.jpg,DDStore
